date,province_raw,n,province,date_full
117,Shaanxi,0,18,2020-02-26
118,Shaanxi,0,18,2020-02-27
119,Shaanxi,0,18,2020-02-28
120,Shaanxi,0,18,2020-02-29
121,Shaanxi,0,18,2020-03-01
122,Shaanxi,0,18,2020-03-02
123,Shaanxi,0,18,2020-03-03
0,Yunnan,0,19,2019-11-01
1,Yunnan,0,19,2019-11-02
2,Yunnan,0,19,2019-11-03
3,Yunnan,0,19,2019-11-04
4,Yunnan,0,19,2019-11-05
5,Yunnan,0,19,2019-11-06
6,Yunnan,0,19,2019-11-07
7,Yunnan,0,19,2019-11-08
8,Yunnan,0,19,2019-11-09
9,Yunnan,0,19,2019-11-10
10,Yunnan,0,19,2019-11-11
11,Yunnan,0,19,2019-11-12
12,Yunnan,0,19,2019-11-13
13,Yunnan,0,19,2019-11-14
14,Yunnan,0,19,2019-11-15
15,Yunnan,0,19,2019-11-16
16,Yunnan,0,19,2019-11-17
17,Yunnan,0,19,2019-11-18
18,Yunnan,0,19,2019-11-19
19,Yunnan,0,19,2019-11-20
20,Yunnan,0,19,2019-11-21
21,Yunnan,0,19,2019-11-22
22,Yunnan,0,19,2019-11-23
23,Yunnan,0,19,2019-11-24
24,Yunnan,0,19,2019-11-25
25,Yunnan,0,19,2019-11-26
26,Yunnan,0,19,2019-11-27
27,Yunnan,0,19,2019-11-28
28,Yunnan,0,19,2019-11-29
29,Yunnan,0,19,2019-11-30
30,Yunnan,0,19,2019-12-01
31,Yunnan,0,19,2019-12-02
32,Yunnan,0,19,2019-12-03
33,Yunnan,0,19,2019-12-04
34,Yunnan,0,19,2019-12-05
35,Yunnan,0,19,2019-12-06
36,Yunnan,0,19,2019-12-07
37,Yunnan,0,19,2019-12-08
38,Yunnan,0,19,2019-12-09
39,Yunnan,0,19,2019-12-10
40,Yunnan,0,19,2019-12-11
41,Yunnan,0,19,2019-12-12
42,Yunnan,0,19,2019-12-13
43,Yunnan,0,19,2019-12-14
44,Yunnan,0,19,2019-12-15
45,Yunnan,0,19,2019-12-16
46,Yunnan,0,19,2019-12-17
47,Yunnan,0,19,2019-12-18
48,Yunnan,0,19,2019-12-19
49,Yunnan,0,19,2019-12-20
50,Yunnan,0,19,2019-12-21
51,Yunnan,0,19,2019-12-22
52,Yunnan,0,19,2019-12-23
53,Yunnan,0,19,2019-12-24
54,Yunnan,0,19,2019-12-25
55,Yunnan,0,19,2019-12-26
56,Yunnan,0,19,2019-12-27
57,Yunnan,0,19,2019-12-28
58,Yunnan,0,19,2019-12-29
59,Yunnan,0,19,2019-12-30
60,Yunnan,0,19,2019-12-31
61,Yunnan,0,19,2020-01-01
62,Yunnan,0,19,2020-01-02
63,Yunnan,0,19,2020-01-03
64,Yunnan,0,19,2020-01-04
65,Yunnan,0,19,2020-01-05
66,Yunnan,0,19,2020-01-06
67,Yunnan,0,19,2020-01-07
68,Yunnan,0,19,2020-01-08
69,Yunnan,0,19,2020-01-09
70,Yunnan,0,19,2020-01-10
71,Yunnan,0,19,2020-01-11
72,Yunnan,0,19,2020-01-12
73,Yunnan,0,19,2020-01-13
74,Yunnan,0,19,2020-01-14
75,Yunnan,0,19,2020-01-15
76,Yunnan,0,19,2020-01-16
77,Yunnan,0,19,2020-01-17
78,Yunnan,0,19,2020-01-18
79,Yunnan,0,19,2020-01-19
80,Yunnan,0,19,2020-01-20
81,Yunnan,1,19,2020-01-21
82,Yunnan,0,19,2020-01-22
83,Yunnan,1,19,2020-01-23
84,Yunnan,3,19,2020-01-24
85,Yunnan,6,19,2020-01-25
86,Yunnan,10,19,2020-01-26
87,Yunnan,11,19,2020-01-27
88,Yunnan,19,19,2020-01-28
89,Yunnan,19,19,2020-01-29
90,Yunnan,10,19,2020-01-30
91,Yunnan,11,19,2020-01-31
92,Yunnan,8,19,2020-02-01
93,Yunnan,10,19,2020-02-02
94,Yunnan,8,19,2020-02-03
95,Yunnan,5,19,2020-02-04
96,Yunnan,6,19,2020-02-05
97,Yunnan,6,19,2020-02-06
98,Yunnan,3,19,2020-02-07
99,Yunnan,2,19,2020-02-08
100,Yunnan,1,19,2020-02-09
101,Yunnan,8,19,2020-02-10
102,Yunnan,5,19,2020-02-11
103,Yunnan,1,19,2020-02-12
104,Yunnan,7,19,2020-02-13
105,Yunnan,6,19,2020-02-14
106,Yunnan,1,19,2020-02-15
107,Yunnan,2,19,2020-02-16
108,Yunnan,1,19,2020-02-17
109,Yunnan,1,19,2020-02-18
110,Yunnan,0,19,2020-02-19
111,Yunnan,2,19,2020-02-20
112,Yunnan,0,19,2020-02-21
113,Yunnan,0,19,2020-02-22
114,Yunnan,0,19,2020-02-23
115,Yunnan,0,19,2020-02-24
116,Yunnan,0,19,2020-02-25
117,Yunnan,0,19,2020-02-26
118,Yunnan,0,19,2020-02-27
119,Yunnan,0,19,2020-02-28
120,Yunnan,0,19,2020-02-29
121,Yunnan,0,19,2020-03-01
122,Yunnan,0,19,2020-03-02
123,Yunnan,0,19,2020-03-03
0,Hainan,0,20,2019-11-01
1,Hainan,0,20,2019-11-02
2,Hainan,0,20,2019-11-03
3,Hainan,0,20,2019-11-04
4,Hainan,0,20,2019-11-05
5,Hainan,0,20,2019-11-06
6,Hainan,0,20,2019-11-07
7,Hainan,0,20,2019-11-08
8,Hainan,0,20,2019-11-09
9,Hainan,0,20,2019-11-10
10,Hainan,0,20,2019-11-11
11,Hainan,0,20,2019-11-12
12,Hainan,0,20,2019-11-13
13,Hainan,0,20,2019-11-14
14,Hainan,0,20,2019-11-15
15,Hainan,0,20,2019-11-16
16,Hainan,0,20,2019-11-17
17,Hainan,0,20,2019-11-18
18,Hainan,0,20,2019-11-19
19,Hainan,0,20,2019-11-20
20,Hainan,0,20,2019-11-21
21,Hainan,0,20,2019-11-22
22,Hainan,0,20,2019-11-23
23,Hainan,0,20,2019-11-24
24,Hainan,0,20,2019-11-25
25,Hainan,0,20,2019-11-26
26,Hainan,0,20,2019-11-27
27,Hainan,0,20,2019-11-28
28,Hainan,0,20,2019-11-29
29,Hainan,0,20,2019-11-30
30,Hainan,0,20,2019-12-01
31,Hainan,0,20,2019-12-02
32,Hainan,0,20,2019-12-03
33,Hainan,0,20,2019-12-04
34,Hainan,0,20,2019-12-05
35,Hainan,0,20,2019-12-06
36,Hainan,0,20,2019-12-07
37,Hainan,0,20,2019-12-08
38,Hainan,0,20,2019-12-09
39,Hainan,0,20,2019-12-10
40,Hainan,0,20,2019-12-11
41,Hainan,0,20,2019-12-12
42,Hainan,0,20,2019-12-13
43,Hainan,0,20,2019-12-14
44,Hainan,0,20,2019-12-15
45,Hainan,0,20,2019-12-16
46,Hainan,0,20,2019-12-17
47,Hainan,0,20,2019-12-18
48,Hainan,0,20,2019-12-19
49,Hainan,0,20,2019-12-20
50,Hainan,0,20,2019-12-21
51,Hainan,0,20,2019-12-22
52,Hainan,0,20,2019-12-23
53,Hainan,0,20,2019-12-24
54,Hainan,0,20,2019-12-25
55,Hainan,0,20,2019-12-26
56,Hainan,0,20,2019-12-27
57,Hainan,0,20,2019-12-28
58,Hainan,0,20,2019-12-29
59,Hainan,0,20,2019-12-30
60,Hainan,0,20,2019-12-31
61,Hainan,0,20,2020-01-01
62,Hainan,0,20,2020-01-02
63,Hainan,0,20,2020-01-03
64,Hainan,0,20,2020-01-04
65,Hainan,0,20,2020-01-05
66,Hainan,0,20,2020-01-06
67,Hainan,0,20,2020-01-07
68,Hainan,0,20,2020-01-08
69,Hainan,0,20,2020-01-09
70,Hainan,0,20,2020-01-10
71,Hainan,0,20,2020-01-11
72,Hainan,0,20,2020-01-12
73,Hainan,0,20,2020-01-13
74,Hainan,0,20,2020-01-14
75,Hainan,0,20,2020-01-15
76,Hainan,0,20,2020-01-16
77,Hainan,0,20,2020-01-17
78,Hainan,0,20,2020-01-18
79,Hainan,0,20,2020-01-19
80,Hainan,0,20,2020-01-20
81,Hainan,0,20,2020-01-21
82,Hainan,4,20,2020-01-22
83,Hainan,1,20,2020-01-23
84,Hainan,5,20,2020-01-24
85,Hainan,10,20,2020-01-25
86,Hainan,7,20,2020-01-26
87,Hainan,11,20,2020-01-27
88,Hainan,5,20,2020-01-28
89,Hainan,3,20,2020-01-29
90,Hainan,3,20,2020-01-30
91,Hainan,8,20,2020-01-31
92,Hainan,6,20,2020-02-01
93,Hainan,7,20,2020-02-02
94,Hainan,9,20,2020-02-03
95,Hainan,11,20,2020-02-04
96,Hainan,11,20,2020-02-05
97,Hainan,11,20,2020-02-06
98,Hainan,12,20,2020-02-07
99,Hainan,6,20,2020-02-08
100,Hainan,8,20,2020-02-09
101,Hainan,6,20,2020-02-10
102,Hainan,3,20,2020-02-11
103,Hainan,12,20,2020-02-12
104,Hainan,0,20,2020-02-13
105,Hainan,5,20,2020-02-14
106,Hainan,0,20,2020-02-15
107,Hainan,0,20,2020-02-16
108,Hainan,1,20,2020-02-17
109,Hainan,0,20,2020-02-18
110,Hainan,5,20,2020-02-19
111,Hainan,0,20,2020-02-20
112,Hainan,0,20,2020-02-21
113,Hainan,0,20,2020-02-22
114,Hainan,0,20,2020-02-23
115,Hainan,0,20,2020-02-24
116,Hainan,0,20,2020-02-25
117,Hainan,0,20,2020-02-26
118,Hainan,0,20,2020-02-27
119,Hainan,0,20,2020-02-28
120,Hainan,0,20,2020-02-29
121,Hainan,0,20,2020-03-01
122,Hainan,0,20,2020-03-02
123,Hainan,0,20,2020-03-03
0,Guizhou,0,21,2019-11-01
1,Guizhou,0,21,2019-11-02
2,Guizhou,0,21,2019-11-03
3,Guizhou,0,21,2019-11-04
4,Guizhou,0,21,2019-11-05
5,Guizhou,0,21,2019-11-06
6,Guizhou,0,21,2019-11-07
7,Guizhou,0,21,2019-11-08
8,Guizhou,0,21,2019-11-09
9,Guizhou,0,21,2019-11-10
10,Guizhou,0,21,2019-11-11
11,Guizhou,0,21,2019-11-12
12,Guizhou,0,21,2019-11-13
13,Guizhou,0,21,2019-11-14
14,Guizhou,0,21,2019-11-15
15,Guizhou,0,21,2019-11-16
16,Guizhou,0,21,2019-11-17
17,Guizhou,0,21,2019-11-18
18,Guizhou,0,21,2019-11-19
19,Guizhou,0,21,2019-11-20
20,Guizhou,0,21,2019-11-21
21,Guizhou,0,21,2019-11-22
22,Guizhou,0,21,2019-11-23
23,Guizhou,0,21,2019-11-24
24,Guizhou,0,21,2019-11-25
25,Guizhou,0,21,2019-11-26
26,Guizhou,0,21,2019-11-27
27,Guizhou,0,21,2019-11-28
28,Guizhou,0,21,2019-11-29
29,Guizhou,0,21,2019-11-30
30,Guizhou,0,21,2019-12-01
31,Guizhou,0,21,2019-12-02
32,Guizhou,0,21,2019-12-03
33,Guizhou,0,21,2019-12-04
34,Guizhou,0,21,2019-12-05
35,Guizhou,0,21,2019-12-06
36,Guizhou,0,21,2019-12-07
37,Guizhou,0,21,2019-12-08
38,Guizhou,0,21,2019-12-09
39,Guizhou,0,21,2019-12-10
40,Guizhou,0,21,2019-12-11
41,Guizhou,0,21,2019-12-12
42,Guizhou,0,21,2019-12-13
43,Guizhou,0,21,2019-12-14
44,Guizhou,0,21,2019-12-15
45,Guizhou,0,21,2019-12-16
46,Guizhou,0,21,2019-12-17
47,Guizhou,0,21,2019-12-18
48,Guizhou,0,21,2019-12-19
49,Guizhou,0,21,2019-12-20
50,Guizhou,0,21,2019-12-21
51,Guizhou,0,21,2019-12-22
52,Guizhou,0,21,2019-12-23
53,Guizhou,0,21,2019-12-24
54,Guizhou,0,21,2019-12-25
55,Guizhou,0,21,2019-12-26
56,Guizhou,0,21,2019-12-27
57,Guizhou,0,21,2019-12-28
58,Guizhou,0,21,2019-12-29
59,Guizhou,0,21,2019-12-30
60,Guizhou,0,21,2019-12-31
61,Guizhou,0,21,2020-01-01
62,Guizhou,0,21,2020-01-02
63,Guizhou,0,21,2020-01-03
64,Guizhou,0,21,2020-01-04
65,Guizhou,0,21,2020-01-05
66,Guizhou,0,21,2020-01-06
67,Guizhou,0,21,2020-01-07
68,Guizhou,0,21,2020-01-08
69,Guizhou,0,21,2020-01-09
70,Guizhou,0,21,2020-01-10
71,Guizhou,0,21,2020-01-11
72,Guizhou,0,21,2020-01-12
73,Guizhou,0,21,2020-01-13
74,Guizhou,0,21,2020-01-14
75,Guizhou,0,21,2020-01-15
76,Guizhou,0,21,2020-01-16
77,Guizhou,0,21,2020-01-17
78,Guizhou,0,21,2020-01-18
79,Guizhou,0,21,2020-01-19
80,Guizhou,0,21,2020-01-20
81,Guizhou,0,21,2020-01-21
82,Guizhou,3,21,2020-01-22
83,Guizhou,0,21,2020-01-23
84,Guizhou,1,21,2020-01-24
85,Guizhou,1,21,2020-01-25
86,Guizhou,2,21,2020-01-26
87,Guizhou,2,21,2020-01-27
88,Guizhou,0,21,2020-01-28
89,Guizhou,3,21,2020-01-29
90,Guizhou,3,21,2020-01-30
91,Guizhou,14,21,2020-01-31
92,Guizhou,9,21,2020-02-01
93,Guizhou,8,21,2020-02-02
94,Guizhou,10,21,2020-02-03
95,Guizhou,8,21,2020-02-04
96,Guizhou,5,21,2020-02-05
97,Guizhou,5,21,2020-02-06
98,Guizhou,12,21,2020-02-07
99,Guizhou,7,21,2020-02-08
100,Guizhou,13,21,2020-02-09
101,Guizhou,9,21,2020-02-10
102,Guizhou,13,21,2020-02-11
103,Guizhou,4,21,2020-02-12
104,Guizhou,5,21,2020-02-13
105,Guizhou,3,21,2020-02-14
106,Guizhou,1,21,2020-02-15
107,Guizhou,2,21,2020-02-16
108,Guizhou,0,21,2020-02-17
109,Guizhou,0,21,2020-02-18
110,Guizhou,0,21,2020-02-19
111,Guizhou,0,21,2020-02-20
112,Guizhou,0,21,2020-02-21
113,Guizhou,0,21,2020-02-22
114,Guizhou,0,21,2020-02-23
115,Guizhou,0,21,2020-02-24
116,Guizhou,0,21,2020-02-25
117,Guizhou,0,21,2020-02-26
118,Guizhou,0,21,2020-02-27
119,Guizhou,0,21,2020-02-28
120,Guizhou,0,21,2020-02-29
121,Guizhou,0,21,2020-03-01
122,Guizhou,0,21,2020-03-02
123,Guizhou,0,21,2020-03-03
0,Tianjin,0,22,2019-11-01
1,Tianjin,0,22,2019-11-02
2,Tianjin,0,22,2019-11-03
3,Tianjin,0,22,2019-11-04
4,Tianjin,0,22,2019-11-05
5,Tianjin,0,22,2019-11-06
6,Tianjin,0,22,2019-11-07
7,Tianjin,0,22,2019-11-08
8,Tianjin,0,22,2019-11-09
9,Tianjin,0,22,2019-11-10
10,Tianjin,0,22,2019-11-11
11,Tianjin,0,22,2019-11-12
12,Tianjin,0,22,2019-11-13
13,Tianjin,0,22,2019-11-14
14,Tianjin,0,22,2019-11-15
15,Tianjin,0,22,2019-11-16
16,Tianjin,0,22,2019-11-17
17,Tianjin,0,22,2019-11-18
18,Tianjin,0,22,2019-11-19
19,Tianjin,0,22,2019-11-20
20,Tianjin,0,22,2019-11-21
21,Tianjin,0,22,2019-11-22
22,Tianjin,0,22,2019-11-23
23,Tianjin,0,22,2019-11-24
24,Tianjin,0,22,2019-11-25
25,Tianjin,0,22,2019-11-26
26,Tianjin,0,22,2019-11-27
27,Tianjin,0,22,2019-11-28
28,Tianjin,0,22,2019-11-29
29,Tianjin,0,22,2019-11-30
30,Tianjin,0,22,2019-12-01
31,Tianjin,0,22,2019-12-02
32,Tianjin,0,22,2019-12-03
33,Tianjin,0,22,2019-12-04
34,Tianjin,0,22,2019-12-05
35,Tianjin,0,22,2019-12-06
36,Tianjin,0,22,2019-12-07
37,Tianjin,0,22,2019-12-08
38,Tianjin,0,22,2019-12-09
39,Tianjin,0,22,2019-12-10
40,Tianjin,0,22,2019-12-11
41,Tianjin,0,22,2019-12-12
42,Tianjin,0,22,2019-12-13
43,Tianjin,0,22,2019-12-14
44,Tianjin,0,22,2019-12-15
45,Tianjin,0,22,2019-12-16
46,Tianjin,0,22,2019-12-17
47,Tianjin,0,22,2019-12-18
48,Tianjin,0,22,2019-12-19
49,Tianjin,0,22,2019-12-20
50,Tianjin,0,22,2019-12-21
51,Tianjin,0,22,2019-12-22
52,Tianjin,0,22,2019-12-23
53,Tianjin,0,22,2019-12-24
54,Tianjin,0,22,2019-12-25
55,Tianjin,0,22,2019-12-26
56,Tianjin,0,22,2019-12-27
57,Tianjin,0,22,2019-12-28
58,Tianjin,0,22,2019-12-29
59,Tianjin,0,22,2019-12-30
60,Tianjin,0,22,2019-12-31
61,Tianjin,0,22,2020-01-01
62,Tianjin,0,22,2020-01-02
63,Tianjin,0,22,2020-01-03
64,Tianjin,0,22,2020-01-04
65,Tianjin,0,22,2020-01-05
66,Tianjin,0,22,2020-01-06
67,Tianjin,0,22,2020-01-07
68,Tianjin,0,22,2020-01-08
69,Tianjin,0,22,2020-01-09
70,Tianjin,0,22,2020-01-10
71,Tianjin,0,22,2020-01-11
72,Tianjin,0,22,2020-01-12
73,Tianjin,0,22,2020-01-13
74,Tianjin,0,22,2020-01-14
75,Tianjin,0,22,2020-01-15
76,Tianjin,0,22,2020-01-16
77,Tianjin,0,22,2020-01-17
78,Tianjin,0,22,2020-01-18
79,Tianjin,0,22,2020-01-19
80,Tianjin,0,22,2020-01-20
81,Tianjin,2,22,2020-01-21
82,Tianjin,2,22,2020-01-22
83,Tianjin,1,22,2020-01-23
84,Tianjin,3,22,2020-01-24
85,Tianjin,2,22,2020-01-25
86,Tianjin,5,22,2020-01-26
87,Tianjin,8,22,2020-01-27
88,Tianjin,2,22,2020-01-28
89,Tianjin,2,22,2020-01-29
90,Tianjin,5,22,2020-01-30
91,Tianjin,2,22,2020-01-31
92,Tianjin,11,22,2020-02-01
93,Tianjin,4,22,2020-02-02
94,Tianjin,14,22,2020-02-03
95,Tianjin,4,22,2020-02-04
96,Tianjin,3,22,2020-02-05
97,Tianjin,3,22,2020-02-06
98,Tianjin,2,22,2020-02-07
99,Tianjin,7,22,2020-02-08
100,Tianjin,3,22,2020-02-09
101,Tianjin,5,22,2020-02-10
102,Tianjin,10,22,2020-02-11
103,Tianjin,6,22,2020-02-12
104,Tianjin,7,22,2020-02-13
105,Tianjin,1,22,2020-02-14
106,Tianjin,2,22,2020-02-15
107,Tianjin,2,22,2020-02-16
108,Tianjin,1,22,2020-02-17
109,Tianjin,3,22,2020-02-18
110,Tianjin,2,22,2020-02-19
111,Tianjin,1,22,2020-02-20
112,Tianjin,2,22,2020-02-21
113,Tianjin,2,22,2020-02-22
114,Tianjin,0,22,2020-02-23
115,Tianjin,0,22,2020-02-24
116,Tianjin,0,22,2020-02-25
117,Tianjin,0,22,2020-02-26
118,Tianjin,1,22,2020-02-27
119,Tianjin,0,22,2020-02-28
120,Tianjin,0,22,2020-02-29
121,Tianjin,0,22,2020-03-01
122,Tianjin,0,22,2020-03-02
123,Tianjin,0,22,2020-03-03
0,Shanxi,0,23,2019-11-01
1,Shanxi,0,23,2019-11-02
2,Shanxi,0,23,2019-11-03
3,Shanxi,0,23,2019-11-04
4,Shanxi,0,23,2019-11-05
5,Shanxi,0,23,2019-11-06
6,Shanxi,0,23,2019-11-07
7,Shanxi,0,23,2019-11-08
8,Shanxi,0,23,2019-11-09
9,Shanxi,0,23,2019-11-10
10,Shanxi,0,23,2019-11-11
11,Shanxi,0,23,2019-11-12
12,Shanxi,0,23,2019-11-13
13,Shanxi,0,23,2019-11-14
14,Shanxi,0,23,2019-11-15
15,Shanxi,0,23,2019-11-16
16,Shanxi,0,23,2019-11-17
17,Shanxi,0,23,2019-11-18
18,Shanxi,0,23,2019-11-19
19,Shanxi,0,23,2019-11-20
20,Shanxi,0,23,2019-11-21
21,Shanxi,0,23,2019-11-22
22,Shanxi,0,23,2019-11-23
23,Shanxi,0,23,2019-11-24
24,Shanxi,0,23,2019-11-25
25,Shanxi,0,23,2019-11-26
26,Shanxi,0,23,2019-11-27
27,Shanxi,0,23,2019-11-28
28,Shanxi,0,23,2019-11-29
29,Shanxi,0,23,2019-11-30
30,Shanxi,0,23,2019-12-01
31,Shanxi,0,23,2019-12-02
32,Shanxi,0,23,2019-12-03
33,Shanxi,0,23,2019-12-04
34,Shanxi,0,23,2019-12-05
35,Shanxi,0,23,2019-12-06
36,Shanxi,0,23,2019-12-07
37,Shanxi,0,23,2019-12-08
38,Shanxi,0,23,2019-12-09
39,Shanxi,0,23,2019-12-10
40,Shanxi,0,23,2019-12-11
41,Shanxi,0,23,2019-12-12
42,Shanxi,0,23,2019-12-13
43,Shanxi,0,23,2019-12-14
44,Shanxi,0,23,2019-12-15
45,Shanxi,0,23,2019-12-16
46,Shanxi,0,23,2019-12-17
47,Shanxi,0,23,2019-12-18
48,Shanxi,0,23,2019-12-19
49,Shanxi,0,23,2019-12-20
50,Shanxi,0,23,2019-12-21
51,Shanxi,0,23,2019-12-22
52,Shanxi,0,23,2019-12-23
53,Shanxi,0,23,2019-12-24
54,Shanxi,0,23,2019-12-25
55,Shanxi,0,23,2019-12-26
56,Shanxi,0,23,2019-12-27
57,Shanxi,0,23,2019-12-28
58,Shanxi,0,23,2019-12-29
59,Shanxi,0,23,2019-12-30
60,Shanxi,0,23,2019-12-31
61,Shanxi,0,23,2020-01-01
62,Shanxi,0,23,2020-01-02
63,Shanxi,0,23,2020-01-03
64,Shanxi,0,23,2020-01-04
65,Shanxi,0,23,2020-01-05
66,Shanxi,0,23,2020-01-06
67,Shanxi,0,23,2020-01-07
68,Shanxi,0,23,2020-01-08
69,Shanxi,0,23,2020-01-09
70,Shanxi,0,23,2020-01-10
71,Shanxi,0,23,2020-01-11
72,Shanxi,0,23,2020-01-12
73,Shanxi,0,23,2020-01-13
74,Shanxi,0,23,2020-01-14
75,Shanxi,0,23,2020-01-15
76,Shanxi,0,23,2020-01-16
77,Shanxi,0,23,2020-01-17
78,Shanxi,0,23,2020-01-18
79,Shanxi,0,23,2020-01-19
80,Shanxi,0,23,2020-01-20
81,Shanxi,0,23,2020-01-21
82,Shanxi,1,23,2020-01-22
83,Shanxi,0,23,2020-01-23
84,Shanxi,5,23,2020-01-24
85,Shanxi,3,23,2020-01-25
86,Shanxi,4,23,2020-01-26
87,Shanxi,7,23,2020-01-27
88,Shanxi,7,23,2020-01-28
89,Shanxi,8,23,2020-01-29
90,Shanxi,4,23,2020-01-30
91,Shanxi,8,23,2020-01-31
92,Shanxi,9,23,2020-02-01
93,Shanxi,10,23,2020-02-02
94,Shanxi,8,23,2020-02-03
95,Shanxi,7,23,2020-02-04
96,Shanxi,9,23,2020-02-05
97,Shanxi,9,23,2020-02-06
98,Shanxi,8,23,2020-02-07
99,Shanxi,12,23,2020-02-08
100,Shanxi,4,23,2020-02-09
101,Shanxi,3,23,2020-02-10
102,Shanxi,2,23,2020-02-11
103,Shanxi,2,23,2020-02-12
104,Shanxi,0,23,2020-02-13
105,Shanxi,1,23,2020-02-14
106,Shanxi,1,23,2020-02-15
107,Shanxi,1,23,2020-02-16
108,Shanxi,1,23,2020-02-17
109,Shanxi,1,23,2020-02-18
110,Shanxi,0,23,2020-02-19
111,Shanxi,1,23,2020-02-20
112,Shanxi,0,23,2020-02-21
113,Shanxi,0,23,2020-02-22
114,Shanxi,0,23,2020-02-23
115,Shanxi,1,23,2020-02-24
116,Shanxi,0,23,2020-02-25
117,Shanxi,0,23,2020-02-26
118,Shanxi,0,23,2020-02-27
119,Shanxi,0,23,2020-02-28
120,Shanxi,0,23,2020-02-29
121,Shanxi,0,23,2020-03-01
122,Shanxi,0,23,2020-03-02
123,Shanxi,0,23,2020-03-03
0,Liaoning,0,24,2019-11-01
1,Liaoning,0,24,2019-11-02
2,Liaoning,0,24,2019-11-03
3,Liaoning,0,24,2019-11-04
4,Liaoning,0,24,2019-11-05
5,Liaoning,0,24,2019-11-06
6,Liaoning,0,24,2019-11-07
7,Liaoning,0,24,2019-11-08
8,Liaoning,0,24,2019-11-09
9,Liaoning,0,24,2019-11-10
10,Liaoning,0,24,2019-11-11
11,Liaoning,0,24,2019-11-12
12,Liaoning,0,24,2019-11-13
13,Liaoning,0,24,2019-11-14
14,Liaoning,0,24,2019-11-15
15,Liaoning,0,24,2019-11-16
16,Liaoning,0,24,2019-11-17
17,Liaoning,0,24,2019-11-18
18,Liaoning,0,24,2019-11-19
19,Liaoning,0,24,2019-11-20
20,Liaoning,0,24,2019-11-21
21,Liaoning,0,24,2019-11-22
22,Liaoning,0,24,2019-11-23
23,Liaoning,0,24,2019-11-24
24,Liaoning,0,24,2019-11-25
25,Liaoning,0,24,2019-11-26
26,Liaoning,0,24,2019-11-27
27,Liaoning,0,24,2019-11-28
28,Liaoning,0,24,2019-11-29
29,Liaoning,0,24,2019-11-30
30,Liaoning,0,24,2019-12-01
31,Liaoning,0,24,2019-12-02
32,Liaoning,0,24,2019-12-03
33,Liaoning,0,24,2019-12-04
34,Liaoning,0,24,2019-12-05
35,Liaoning,0,24,2019-12-06
36,Liaoning,0,24,2019-12-07
37,Liaoning,0,24,2019-12-08
38,Liaoning,0,24,2019-12-09
39,Liaoning,0,24,2019-12-10
40,Liaoning,0,24,2019-12-11
41,Liaoning,0,24,2019-12-12
42,Liaoning,0,24,2019-12-13
43,Liaoning,0,24,2019-12-14
44,Liaoning,0,24,2019-12-15
45,Liaoning,0,24,2019-12-16
46,Liaoning,0,24,2019-12-17
47,Liaoning,0,24,2019-12-18
48,Liaoning,0,24,2019-12-19
49,Liaoning,0,24,2019-12-20
50,Liaoning,0,24,2019-12-21
51,Liaoning,0,24,2019-12-22
52,Liaoning,0,24,2019-12-23
53,Liaoning,0,24,2019-12-24
54,Liaoning,0,24,2019-12-25
55,Liaoning,0,24,2019-12-26
56,Liaoning,0,24,2019-12-27
57,Liaoning,0,24,2019-12-28
58,Liaoning,0,24,2019-12-29
59,Liaoning,0,24,2019-12-30
60,Liaoning,0,24,2019-12-31
61,Liaoning,0,24,2020-01-01
62,Liaoning,0,24,2020-01-02
63,Liaoning,0,24,2020-01-03
64,Liaoning,0,24,2020-01-04
65,Liaoning,0,24,2020-01-05
66,Liaoning,0,24,2020-01-06
67,Liaoning,0,24,2020-01-07
68,Liaoning,0,24,2020-01-08
69,Liaoning,0,24,2020-01-09
70,Liaoning,0,24,2020-01-10
71,Liaoning,0,24,2020-01-11
72,Liaoning,0,24,2020-01-12
73,Liaoning,0,24,2020-01-13
74,Liaoning,0,24,2020-01-14
75,Liaoning,0,24,2020-01-15
76,Liaoning,0,24,2020-01-16
77,Liaoning,0,24,2020-01-17
78,Liaoning,0,24,2020-01-18
79,Liaoning,0,24,2020-01-19
80,Liaoning,0,24,2020-01-20
81,Liaoning,0,24,2020-01-21
82,Liaoning,2,24,2020-01-22
83,Liaoning,2,24,2020-01-23
84,Liaoning,8,24,2020-01-24
85,Liaoning,5,24,2020-01-25
86,Liaoning,5,24,2020-01-26
87,Liaoning,5,24,2020-01-27
88,Liaoning,9,24,2020-01-28
89,Liaoning,3,24,2020-01-29
90,Liaoning,6,24,2020-01-30
91,Liaoning,15,24,2020-01-31
92,Liaoning,4,24,2020-02-01
93,Liaoning,6,24,2020-02-02
94,Liaoning,4,24,2020-02-03
95,Liaoning,7,24,2020-02-04
96,Liaoning,8,24,2020-02-05
97,Liaoning,8,24,2020-02-06
98,Liaoning,5,24,2020-02-07
99,Liaoning,6,24,2020-02-08
100,Liaoning,2,24,2020-02-09
101,Liaoning,1,24,2020-02-10
102,Liaoning,3,24,2020-02-11
103,Liaoning,5,24,2020-02-12
104,Liaoning,1,24,2020-02-13
105,Liaoning,2,24,2020-02-14
106,Liaoning,1,24,2020-02-15
107,Liaoning,1,24,2020-02-16
108,Liaoning,0,24,2020-02-17
109,Liaoning,0,24,2020-02-18
110,Liaoning,0,24,2020-02-19
111,Liaoning,0,24,2020-02-20
112,Liaoning,0,24,2020-02-21
113,Liaoning,0,24,2020-02-22
114,Liaoning,0,24,2020-02-23
