date,province_raw,n,province,date_full
15,Jiangxi,0,7,2019-11-16
16,Jiangxi,0,7,2019-11-17
17,Jiangxi,0,7,2019-11-18
18,Jiangxi,0,7,2019-11-19
19,Jiangxi,0,7,2019-11-20
20,Jiangxi,0,7,2019-11-21
21,Jiangxi,0,7,2019-11-22
22,Jiangxi,0,7,2019-11-23
23,Jiangxi,0,7,2019-11-24
24,Jiangxi,0,7,2019-11-25
25,Jiangxi,0,7,2019-11-26
26,Jiangxi,0,7,2019-11-27
27,Jiangxi,0,7,2019-11-28
28,Jiangxi,0,7,2019-11-29
29,Jiangxi,0,7,2019-11-30
30,Jiangxi,0,7,2019-12-01
31,Jiangxi,0,7,2019-12-02
32,Jiangxi,0,7,2019-12-03
33,Jiangxi,0,7,2019-12-04
34,Jiangxi,0,7,2019-12-05
35,Jiangxi,0,7,2019-12-06
36,Jiangxi,0,7,2019-12-07
37,Jiangxi,0,7,2019-12-08
38,Jiangxi,0,7,2019-12-09
39,Jiangxi,0,7,2019-12-10
40,Jiangxi,0,7,2019-12-11
41,Jiangxi,0,7,2019-12-12
42,Jiangxi,0,7,2019-12-13
43,Jiangxi,0,7,2019-12-14
44,Jiangxi,0,7,2019-12-15
45,Jiangxi,0,7,2019-12-16
46,Jiangxi,0,7,2019-12-17
47,Jiangxi,0,7,2019-12-18
48,Jiangxi,0,7,2019-12-19
49,Jiangxi,0,7,2019-12-20
50,Jiangxi,0,7,2019-12-21
51,Jiangxi,0,7,2019-12-22
52,Jiangxi,0,7,2019-12-23
53,Jiangxi,0,7,2019-12-24
54,Jiangxi,0,7,2019-12-25
55,Jiangxi,0,7,2019-12-26
56,Jiangxi,0,7,2019-12-27
57,Jiangxi,0,7,2019-12-28
58,Jiangxi,0,7,2019-12-29
59,Jiangxi,0,7,2019-12-30
60,Jiangxi,0,7,2019-12-31
61,Jiangxi,0,7,2020-01-01
62,Jiangxi,0,7,2020-01-02
63,Jiangxi,0,7,2020-01-03
64,Jiangxi,0,7,2020-01-04
65,Jiangxi,0,7,2020-01-05
66,Jiangxi,0,7,2020-01-06
67,Jiangxi,0,7,2020-01-07
68,Jiangxi,0,7,2020-01-08
69,Jiangxi,0,7,2020-01-09
70,Jiangxi,0,7,2020-01-10
71,Jiangxi,0,7,2020-01-11
72,Jiangxi,0,7,2020-01-12
73,Jiangxi,0,7,2020-01-13
74,Jiangxi,0,7,2020-01-14
75,Jiangxi,0,7,2020-01-15
76,Jiangxi,0,7,2020-01-16
77,Jiangxi,0,7,2020-01-17
78,Jiangxi,0,7,2020-01-18
79,Jiangxi,0,7,2020-01-19
80,Jiangxi,0,7,2020-01-20
81,Jiangxi,2,7,2020-01-21
82,Jiangxi,1,7,2020-01-22
83,Jiangxi,4,7,2020-01-23
84,Jiangxi,11,7,2020-01-24
85,Jiangxi,18,7,2020-01-25
86,Jiangxi,12,7,2020-01-26
87,Jiangxi,24,7,2020-01-27
88,Jiangxi,37,7,2020-01-28
89,Jiangxi,53,7,2020-01-29
90,Jiangxi,78,7,2020-01-30
91,Jiangxi,47,7,2020-01-31
92,Jiangxi,47,7,2020-02-01
93,Jiangxi,59,7,2020-02-02
94,Jiangxi,85,7,2020-02-03
95,Jiangxi,72,7,2020-02-04
96,Jiangxi,52,7,2020-02-05
97,Jiangxi,52,7,2020-02-06
98,Jiangxi,37,7,2020-02-07
99,Jiangxi,42,7,2020-02-08
100,Jiangxi,32,7,2020-02-09
101,Jiangxi,32,7,2020-02-10
102,Jiangxi,40,7,2020-02-11
103,Jiangxi,28,7,2020-02-12
104,Jiangxi,28,7,2020-02-13
105,Jiangxi,13,7,2020-02-14
106,Jiangxi,13,7,2020-02-15
107,Jiangxi,5,7,2020-02-16
108,Jiangxi,3,7,2020-02-17
109,Jiangxi,1,7,2020-02-18
110,Jiangxi,1,7,2020-02-19
111,Jiangxi,0,7,2020-02-20
112,Jiangxi,0,7,2020-02-21
113,Jiangxi,0,7,2020-02-22
114,Jiangxi,0,7,2020-02-23
115,Jiangxi,0,7,2020-02-24
116,Jiangxi,0,7,2020-02-25
117,Jiangxi,0,7,2020-02-26
118,Jiangxi,1,7,2020-02-27
119,Jiangxi,0,7,2020-02-28
120,Jiangxi,0,7,2020-02-29
121,Jiangxi,0,7,2020-03-01
122,Jiangxi,0,7,2020-03-02
123,Jiangxi,0,7,2020-03-03
0,Shandong,0,8,2019-11-01
1,Shandong,0,8,2019-11-02
2,Shandong,0,8,2019-11-03
3,Shandong,0,8,2019-11-04
4,Shandong,0,8,2019-11-05
5,Shandong,0,8,2019-11-06
6,Shandong,0,8,2019-11-07
7,Shandong,0,8,2019-11-08
8,Shandong,0,8,2019-11-09
9,Shandong,0,8,2019-11-10
10,Shandong,0,8,2019-11-11
11,Shandong,0,8,2019-11-12
12,Shandong,0,8,2019-11-13
13,Shandong,0,8,2019-11-14
14,Shandong,0,8,2019-11-15
15,Shandong,0,8,2019-11-16
16,Shandong,0,8,2019-11-17
17,Shandong,0,8,2019-11-18
18,Shandong,0,8,2019-11-19
19,Shandong,0,8,2019-11-20
20,Shandong,0,8,2019-11-21
21,Shandong,0,8,2019-11-22
22,Shandong,0,8,2019-11-23
23,Shandong,0,8,2019-11-24
24,Shandong,0,8,2019-11-25
25,Shandong,0,8,2019-11-26
26,Shandong,0,8,2019-11-27
27,Shandong,0,8,2019-11-28
28,Shandong,0,8,2019-11-29
29,Shandong,0,8,2019-11-30
30,Shandong,0,8,2019-12-01
31,Shandong,0,8,2019-12-02
32,Shandong,0,8,2019-12-03
33,Shandong,0,8,2019-12-04
34,Shandong,0,8,2019-12-05
35,Shandong,0,8,2019-12-06
36,Shandong,0,8,2019-12-07
37,Shandong,0,8,2019-12-08
38,Shandong,0,8,2019-12-09
39,Shandong,0,8,2019-12-10
40,Shandong,0,8,2019-12-11
41,Shandong,0,8,2019-12-12
42,Shandong,0,8,2019-12-13
43,Shandong,0,8,2019-12-14
44,Shandong,0,8,2019-12-15
45,Shandong,0,8,2019-12-16
46,Shandong,0,8,2019-12-17
47,Shandong,0,8,2019-12-18
48,Shandong,0,8,2019-12-19
49,Shandong,0,8,2019-12-20
50,Shandong,0,8,2019-12-21
51,Shandong,0,8,2019-12-22
52,Shandong,0,8,2019-12-23
53,Shandong,0,8,2019-12-24
54,Shandong,0,8,2019-12-25
55,Shandong,0,8,2019-12-26
56,Shandong,0,8,2019-12-27
57,Shandong,0,8,2019-12-28
58,Shandong,0,8,2019-12-29
59,Shandong,0,8,2019-12-30
60,Shandong,0,8,2019-12-31
61,Shandong,0,8,2020-01-01
62,Shandong,0,8,2020-01-02
63,Shandong,0,8,2020-01-03
64,Shandong,0,8,2020-01-04
65,Shandong,0,8,2020-01-05
66,Shandong,0,8,2020-01-06
67,Shandong,0,8,2020-01-07
68,Shandong,0,8,2020-01-08
69,Shandong,0,8,2020-01-09
70,Shandong,0,8,2020-01-10
71,Shandong,0,8,2020-01-11
72,Shandong,0,8,2020-01-12
73,Shandong,0,8,2020-01-13
74,Shandong,0,8,2020-01-14
75,Shandong,0,8,2020-01-15
76,Shandong,0,8,2020-01-16
77,Shandong,0,8,2020-01-17
78,Shandong,0,8,2020-01-18
79,Shandong,0,8,2020-01-19
80,Shandong,0,8,2020-01-20
81,Shandong,1,8,2020-01-21
82,Shandong,1,8,2020-01-22
83,Shandong,7,8,2020-01-23
84,Shandong,12,8,2020-01-24
85,Shandong,18,8,2020-01-25
86,Shandong,22,8,2020-01-26
87,Shandong,26,8,2020-01-27
88,Shandong,34,8,2020-01-28
89,Shandong,24,8,2020-01-29
90,Shandong,33,8,2020-01-30
91,Shandong,24,8,2020-01-31
92,Shandong,23,8,2020-02-01
93,Shandong,21,8,2020-02-02
94,Shandong,24,8,2020-02-03
95,Shandong,28,8,2020-02-04
96,Shandong,45,8,2020-02-05
97,Shandong,45,8,2020-02-06
98,Shandong,28,8,2020-02-07
99,Shandong,28,8,2020-02-08
100,Shandong,24,8,2020-02-09
101,Shandong,27,8,2020-02-10
102,Shandong,11,8,2020-02-11
103,Shandong,9,8,2020-02-12
104,Shandong,13,8,2020-02-13
105,Shandong,11,8,2020-02-14
106,Shandong,7,8,2020-02-15
107,Shandong,4,8,2020-02-16
108,Shandong,2,8,2020-02-17
109,Shandong,1,8,2020-02-18
110,Shandong,2,8,2020-02-19
111,Shandong,202,8,2020-02-20
112,Shandong,2,8,2020-02-21
113,Shandong,4,8,2020-02-22
114,Shandong,1,8,2020-02-23
115,Shandong,0,8,2020-02-24
116,Shandong,1,8,2020-02-25
117,Shandong,0,8,2020-02-26
118,Shandong,0,8,2020-02-27
119,Shandong,0,8,2020-02-28
120,Shandong,0,8,2020-02-29
121,Shandong,2,8,2020-03-01
122,Shandong,0,8,2020-03-02
123,Shandong,0,8,2020-03-03
0,Jiangsu,0,9,2019-11-01
1,Jiangsu,0,9,2019-11-02
2,Jiangsu,0,9,2019-11-03
3,Jiangsu,0,9,2019-11-04
4,Jiangsu,0,9,2019-11-05
5,Jiangsu,0,9,2019-11-06
6,Jiangsu,0,9,2019-11-07
7,Jiangsu,0,9,2019-11-08
8,Jiangsu,0,9,2019-11-09
9,Jiangsu,0,9,2019-11-10
10,Jiangsu,0,9,2019-11-11
11,Jiangsu,0,9,2019-11-12
12,Jiangsu,0,9,2019-11-13
13,Jiangsu,0,9,2019-11-14
14,Jiangsu,0,9,2019-11-15
15,Jiangsu,0,9,2019-11-16
16,Jiangsu,0,9,2019-11-17
17,Jiangsu,0,9,2019-11-18
18,Jiangsu,0,9,2019-11-19
19,Jiangsu,0,9,2019-11-20
20,Jiangsu,0,9,2019-11-21
21,Jiangsu,0,9,2019-11-22
22,Jiangsu,0,9,2019-11-23
23,Jiangsu,0,9,2019-11-24
24,Jiangsu,0,9,2019-11-25
25,Jiangsu,0,9,2019-11-26
26,Jiangsu,0,9,2019-11-27
27,Jiangsu,0,9,2019-11-28
28,Jiangsu,0,9,2019-11-29
29,Jiangsu,0,9,2019-11-30
30,Jiangsu,0,9,2019-12-01
31,Jiangsu,0,9,2019-12-02
32,Jiangsu,0,9,2019-12-03
33,Jiangsu,0,9,2019-12-04
34,Jiangsu,0,9,2019-12-05
35,Jiangsu,0,9,2019-12-06
36,Jiangsu,0,9,2019-12-07
37,Jiangsu,0,9,2019-12-08
38,Jiangsu,0,9,2019-12-09
39,Jiangsu,0,9,2019-12-10
40,Jiangsu,0,9,2019-12-11
41,Jiangsu,0,9,2019-12-12
42,Jiangsu,0,9,2019-12-13
43,Jiangsu,0,9,2019-12-14
44,Jiangsu,0,9,2019-12-15
45,Jiangsu,0,9,2019-12-16
46,Jiangsu,0,9,2019-12-17
47,Jiangsu,0,9,2019-12-18
48,Jiangsu,0,9,2019-12-19
49,Jiangsu,0,9,2019-12-20
50,Jiangsu,0,9,2019-12-21
51,Jiangsu,0,9,2019-12-22
52,Jiangsu,0,9,2019-12-23
53,Jiangsu,0,9,2019-12-24
54,Jiangsu,0,9,2019-12-25
55,Jiangsu,0,9,2019-12-26
56,Jiangsu,0,9,2019-12-27
57,Jiangsu,0,9,2019-12-28
58,Jiangsu,0,9,2019-12-29
59,Jiangsu,0,9,2019-12-30
60,Jiangsu,0,9,2019-12-31
61,Jiangsu,0,9,2020-01-01
62,Jiangsu,0,9,2020-01-02
63,Jiangsu,0,9,2020-01-03
64,Jiangsu,0,9,2020-01-04
65,Jiangsu,0,9,2020-01-05
66,Jiangsu,0,9,2020-01-06
67,Jiangsu,0,9,2020-01-07
68,Jiangsu,0,9,2020-01-08
69,Jiangsu,0,9,2020-01-09
70,Jiangsu,0,9,2020-01-10
71,Jiangsu,0,9,2020-01-11
72,Jiangsu,0,9,2020-01-12
73,Jiangsu,0,9,2020-01-13
74,Jiangsu,0,9,2020-01-14
75,Jiangsu,0,9,2020-01-15
76,Jiangsu,0,9,2020-01-16
77,Jiangsu,0,9,2020-01-17
78,Jiangsu,0,9,2020-01-18
79,Jiangsu,0,9,2020-01-19
80,Jiangsu,0,9,2020-01-20
81,Jiangsu,0,9,2020-01-21
82,Jiangsu,1,9,2020-01-22
83,Jiangsu,4,9,2020-01-23
84,Jiangsu,9,9,2020-01-24
85,Jiangsu,17,9,2020-01-25
86,Jiangsu,16,9,2020-01-26
87,Jiangsu,23,9,2020-01-27
88,Jiangsu,29,9,2020-01-28
89,Jiangsu,30,9,2020-01-29
90,Jiangsu,39,9,2020-01-30
91,Jiangsu,34,9,2020-01-31
92,Jiangsu,34,9,2020-02-01
93,Jiangsu,35,9,2020-02-02
94,Jiangsu,37,9,2020-02-03
95,Jiangsu,33,9,2020-02-04
96,Jiangsu,32,9,2020-02-05
97,Jiangsu,32,9,2020-02-06
98,Jiangsu,31,9,2020-02-07
99,Jiangsu,29,9,2020-02-08
100,Jiangsu,24,9,2020-02-09
101,Jiangsu,23,9,2020-02-10
102,Jiangsu,28,9,2020-02-11
103,Jiangsu,27,9,2020-02-12
104,Jiangsu,23,9,2020-02-13
105,Jiangsu,11,9,2020-02-14
106,Jiangsu,13,9,2020-02-15
107,Jiangsu,9,9,2020-02-16
108,Jiangsu,3,9,2020-02-17
109,Jiangsu,2,9,2020-02-18
110,Jiangsu,0,9,2020-02-19
111,Jiangsu,0,9,2020-02-20
112,Jiangsu,0,9,2020-02-21
113,Jiangsu,0,9,2020-02-22
114,Jiangsu,0,9,2020-02-23
115,Jiangsu,0,9,2020-02-24
116,Jiangsu,0,9,2020-02-25
117,Jiangsu,0,9,2020-02-26
118,Jiangsu,0,9,2020-02-27
119,Jiangsu,0,9,2020-02-28
120,Jiangsu,0,9,2020-02-29
121,Jiangsu,0,9,2020-03-01
122,Jiangsu,0,9,2020-03-02
123,Jiangsu,0,9,2020-03-03
0,Chongqing,0,10,2019-11-01
1,Chongqing,0,10,2019-11-02
2,Chongqing,0,10,2019-11-03
3,Chongqing,0,10,2019-11-04
4,Chongqing,0,10,2019-11-05
5,Chongqing,0,10,2019-11-06
6,Chongqing,0,10,2019-11-07
7,Chongqing,0,10,2019-11-08
8,Chongqing,0,10,2019-11-09
9,Chongqing,0,10,2019-11-10
10,Chongqing,0,10,2019-11-11
11,Chongqing,0,10,2019-11-12
12,Chongqing,0,10,2019-11-13
13,Chongqing,0,10,2019-11-14
14,Chongqing,0,10,2019-11-15
15,Chongqing,0,10,2019-11-16
16,Chongqing,0,10,2019-11-17
17,Chongqing,0,10,2019-11-18
18,Chongqing,0,10,2019-11-19
19,Chongqing,0,10,2019-11-20
20,Chongqing,0,10,2019-11-21
21,Chongqing,0,10,2019-11-22
22,Chongqing,0,10,2019-11-23
23,Chongqing,0,10,2019-11-24
24,Chongqing,0,10,2019-11-25
25,Chongqing,0,10,2019-11-26
26,Chongqing,0,10,2019-11-27
27,Chongqing,0,10,2019-11-28
28,Chongqing,0,10,2019-11-29
29,Chongqing,0,10,2019-11-30
30,Chongqing,0,10,2019-12-01
31,Chongqing,0,10,2019-12-02
32,Chongqing,0,10,2019-12-03
33,Chongqing,0,10,2019-12-04
34,Chongqing,0,10,2019-12-05
35,Chongqing,0,10,2019-12-06
36,Chongqing,0,10,2019-12-07
37,Chongqing,0,10,2019-12-08
38,Chongqing,0,10,2019-12-09
39,Chongqing,0,10,2019-12-10
40,Chongqing,0,10,2019-12-11
41,Chongqing,0,10,2019-12-12
42,Chongqing,0,10,2019-12-13
43,Chongqing,0,10,2019-12-14
44,Chongqing,0,10,2019-12-15
45,Chongqing,0,10,2019-12-16
46,Chongqing,0,10,2019-12-17
47,Chongqing,0,10,2019-12-18
48,Chongqing,0,10,2019-12-19
49,Chongqing,0,10,2019-12-20
50,Chongqing,0,10,2019-12-21
51,Chongqing,0,10,2019-12-22
52,Chongqing,0,10,2019-12-23
53,Chongqing,0,10,2019-12-24
54,Chongqing,0,10,2019-12-25
55,Chongqing,0,10,2019-12-26
56,Chongqing,0,10,2019-12-27
57,Chongqing,0,10,2019-12-28
58,Chongqing,0,10,2019-12-29
59,Chongqing,0,10,2019-12-30
60,Chongqing,0,10,2019-12-31
61,Chongqing,0,10,2020-01-01
62,Chongqing,0,10,2020-01-02
63,Chongqing,0,10,2020-01-03
64,Chongqing,0,10,2020-01-04
65,Chongqing,0,10,2020-01-05
66,Chongqing,0,10,2020-01-06
67,Chongqing,0,10,2020-01-07
68,Chongqing,0,10,2020-01-08
69,Chongqing,0,10,2020-01-09
70,Chongqing,0,10,2020-01-10
71,Chongqing,0,10,2020-01-11
72,Chongqing,0,10,2020-01-12
73,Chongqing,0,10,2020-01-13
74,Chongqing,0,10,2020-01-14
75,Chongqing,0,10,2020-01-15
76,Chongqing,0,10,2020-01-16
77,Chongqing,0,10,2020-01-17
78,Chongqing,0,10,2020-01-18
79,Chongqing,0,10,2020-01-19
80,Chongqing,0,10,2020-01-20
81,Chongqing,5,10,2020-01-21
82,Chongqing,4,10,2020-01-22
83,Chongqing,18,10,2020-01-23
84,Chongqing,30,10,2020-01-24
85,Chongqing,18,10,2020-01-25
86,Chongqing,35,10,2020-01-26
87,Chongqing,22,10,2020-01-27
88,Chongqing,15,10,2020-01-28
89,Chongqing,18,10,2020-01-29
90,Chongqing,41,10,2020-01-30
91,Chongqing,32,10,2020-01-31
92,Chongqing,24,10,2020-02-01
93,Chongqing,38,10,2020-02-02
94,Chongqing,37,10,2020-02-03
95,Chongqing,29,10,2020-02-04
96,Chongqing,23,10,2020-02-05
97,Chongqing,23,10,2020-02-06
98,Chongqing,15,10,2020-02-07
99,Chongqing,20,10,2020-02-08
100,Chongqing,22,10,2020-02-09
101,Chongqing,18,10,2020-02-10
102,Chongqing,19,10,2020-02-11
103,Chongqing,13,10,2020-02-12
104,Chongqing,11,10,2020-02-13
105,Chongqing,8,10,2020-02-14
106,Chongqing,7,10,2020-02-15
107,Chongqing,7,10,2020-02-16
108,Chongqing,2,10,2020-02-17
109,Chongqing,2,10,2020-02-18
110,Chongqing,5,10,2020-02-19
111,Chongqing,7,10,2020-02-20
112,Chongqing,5,10,2020-02-21
113,Chongqing,1,10,2020-02-22
114,Chongqing,2,10,2020-02-23
115,Chongqing,1,10,2020-02-24
116,Chongqing,0,10,2020-02-25
117,Chongqing,0,10,2020-02-26
118,Chongqing,0,10,2020-02-27
119,Chongqing,0,10,2020-02-28
120,Chongqing,0,10,2020-02-29
121,Chongqing,0,10,2020-03-01
122,Chongqing,0,10,2020-03-02
123,Chongqing,0,10,2020-03-03
0,Sichuan,0,11,2019-11-01
1,Sichuan,0,11,2019-11-02
2,Sichuan,0,11,2019-11-03
3,Sichuan,0,11,2019-11-04
4,Sichuan,0,11,2019-11-05
5,Sichuan,0,11,2019-11-06
6,Sichuan,0,11,2019-11-07
7,Sichuan,0,11,2019-11-08
8,Sichuan,0,11,2019-11-09
9,Sichuan,0,11,2019-11-10
10,Sichuan,0,11,2019-11-11
11,Sichuan,0,11,2019-11-12
12,Sichuan,0,11,2019-11-13
13,Sichuan,0,11,2019-11-14
14,Sichuan,0,11,2019-11-15
15,Sichuan,0,11,2019-11-16
16,Sichuan,0,11,2019-11-17
17,Sichuan,0,11,2019-11-18
18,Sichuan,0,11,2019-11-19
19,Sichuan,0,11,2019-11-20
20,Sichuan,0,11,2019-11-21
21,Sichuan,0,11,2019-11-22
22,Sichuan,0,11,2019-11-23
23,Sichuan,0,11,2019-11-24
24,Sichuan,0,11,2019-11-25
25,Sichuan,0,11,2019-11-26
26,Sichuan,0,11,2019-11-27
27,Sichuan,0,11,2019-11-28
28,Sichuan,0,11,2019-11-29
29,Sichuan,0,11,2019-11-30
30,Sichuan,0,11,2019-12-01
31,Sichuan,0,11,2019-12-02
32,Sichuan,0,11,2019-12-03
33,Sichuan,0,11,2019-12-04
34,Sichuan,0,11,2019-12-05
35,Sichuan,0,11,2019-12-06
36,Sichuan,0,11,2019-12-07
37,Sichuan,0,11,2019-12-08
38,Sichuan,0,11,2019-12-09
39,Sichuan,0,11,2019-12-10
40,Sichuan,0,11,2019-12-11
41,Sichuan,0,11,2019-12-12
42,Sichuan,0,11,2019-12-13
43,Sichuan,0,11,2019-12-14
44,Sichuan,0,11,2019-12-15
45,Sichuan,0,11,2019-12-16
46,Sichuan,0,11,2019-12-17
47,Sichuan,0,11,2019-12-18
48,Sichuan,0,11,2019-12-19
49,Sichuan,0,11,2019-12-20
50,Sichuan,0,11,2019-12-21
51,Sichuan,0,11,2019-12-22
52,Sichuan,0,11,2019-12-23
53,Sichuan,0,11,2019-12-24
54,Sichuan,0,11,2019-12-25
55,Sichuan,0,11,2019-12-26
56,Sichuan,0,11,2019-12-27
57,Sichuan,0,11,2019-12-28
58,Sichuan,0,11,2019-12-29
59,Sichuan,0,11,2019-12-30
60,Sichuan,0,11,2019-12-31
61,Sichuan,0,11,2020-01-01
62,Sichuan,0,11,2020-01-02
63,Sichuan,0,11,2020-01-03
64,Sichuan,0,11,2020-01-04
65,Sichuan,0,11,2020-01-05
66,Sichuan,0,11,2020-01-06
67,Sichuan,0,11,2020-01-07
68,Sichuan,0,11,2020-01-08
69,Sichuan,0,11,2020-01-09
70,Sichuan,0,11,2020-01-10
71,Sichuan,0,11,2020-01-11
72,Sichuan,0,11,2020-01-12
73,Sichuan,0,11,2020-01-13
74,Sichuan,0,11,2020-01-14
75,Sichuan,0,11,2020-01-15
76,Sichuan,0,11,2020-01-16
77,Sichuan,0,11,2020-01-17
78,Sichuan,0,11,2020-01-18
79,Sichuan,0,11,2020-01-19
80,Sichuan,0,11,2020-01-20
81,Sichuan,2,11,2020-01-21
82,Sichuan,3,11,2020-01-22
83,Sichuan,10,11,2020-01-23
84,Sichuan,13,11,2020-01-24
85,Sichuan,16,11,2020-01-25
86,Sichuan,25,11,2020-01-26
87,Sichuan,21,11,2020-01-27
88,Sichuan,18,11,2020-01-28
89,Sichuan,34,11,2020-01-29
90,Sichuan,36,11,2020-01-30
91,Sichuan,30,11,2020-01-31
92,Sichuan,24,11,2020-02-01
93,Sichuan,23,11,2020-02-02
94,Sichuan,28,11,2020-02-03
95,Sichuan,19,11,2020-02-04
96,Sichuan,20,11,2020-02-05
97,Sichuan,20,11,2020-02-06
98,Sichuan,19,11,2020-02-07
99,Sichuan,23,11,2020-02-08
100,Sichuan,19,11,2020-02-09
101,Sichuan,12,11,2020-02-10
102,Sichuan,19,11,2020-02-11
103,Sichuan,15,11,2020-02-12
104,Sichuan,12,11,2020-02-13
105,Sichuan,7,11,2020-02-14
106,Sichuan,11,11,2020-02-15
107,Sichuan,14,11,2020-02-16
108,Sichuan,13,11,2020-02-17
109,Sichuan,6,11,2020-02-18
110,Sichuan,6,11,2020-02-19
111,Sichuan,5,11,2020-02-20
112,Sichuan,1,11,2020-02-21
113,Sichuan,0,11,2020-02-22
114,Sichuan,1,11,2020-02-23
115,Sichuan,2,11,2020-02-24
116,Sichuan,2,11,2020-02-25
117,Sichuan,3,11,2020-02-26
118,Sichuan,4,11,2020-02-27
119,Sichuan,0,11,2020-02-28
120,Sichuan,0,11,2020-02-29
121,Sichuan,0,11,2020-03-01
122,Sichuan,0,11,2020-03-02
123,Sichuan,0,11,2020-03-03
0,Heilongjiang,0,12,2019-11-01
1,Heilongjiang,0,12,2019-11-02
2,Heilongjiang,0,12,2019-11-03
3,Heilongjiang,0,12,2019-11-04
4,Heilongjiang,0,12,2019-11-05
5,Heilongjiang,0,12,2019-11-06
6,Heilongjiang,0,12,2019-11-07
7,Heilongjiang,0,12,2019-11-08
8,Heilongjiang,0,12,2019-11-09
9,Heilongjiang,0,12,2019-11-10
10,Heilongjiang,0,12,2019-11-11
11,Heilongjiang,0,12,2019-11-12
12,Heilongjiang,0,12,2019-11-13
13,Heilongjiang,0,12,2019-11-14
14,Heilongjiang,0,12,2019-11-15
15,Heilongjiang,0,12,2019-11-16
16,Heilongjiang,0,12,2019-11-17
17,Heilongjiang,0,12,2019-11-18
18,Heilongjiang,0,12,2019-11-19
19,Heilongjiang,0,12,2019-11-20
20,Heilongjiang,0,12,2019-11-21
21,Heilongjiang,0,12,2019-11-22
22,Heilongjiang,0,12,2019-11-23
23,Heilongjiang,0,12,2019-11-24
24,Heilongjiang,0,12,2019-11-25
25,Heilongjiang,0,12,2019-11-26
26,Heilongjiang,0,12,2019-11-27
27,Heilongjiang,0,12,2019-11-28
28,Heilongjiang,0,12,2019-11-29
29,Heilongjiang,0,12,2019-11-30
30,Heilongjiang,0,12,2019-12-01
31,Heilongjiang,0,12,2019-12-02
32,Heilongjiang,0,12,2019-12-03
33,Heilongjiang,0,12,2019-12-04
34,Heilongjiang,0,12,2019-12-05
35,Heilongjiang,0,12,2019-12-06
36,Heilongjiang,0,12,2019-12-07
37,Heilongjiang,0,12,2019-12-08
38,Heilongjiang,0,12,2019-12-09
39,Heilongjiang,0,12,2019-12-10
40,Heilongjiang,0,12,2019-12-11
41,Heilongjiang,0,12,2019-12-12
42,Heilongjiang,0,12,2019-12-13
43,Heilongjiang,0,12,2019-12-14
44,Heilongjiang,0,12,2019-12-15
45,Heilongjiang,0,12,2019-12-16
46,Heilongjiang,0,12,2019-12-17
47,Heilongjiang,0,12,2019-12-18
48,Heilongjiang,0,12,2019-12-19
49,Heilongjiang,0,12,2019-12-20
50,Heilongjiang,0,12,2019-12-21
51,Heilongjiang,0,12,2019-12-22
52,Heilongjiang,0,12,2019-12-23
53,Heilongjiang,0,12,2019-12-24
54,Heilongjiang,0,12,2019-12-25
55,Heilongjiang,0,12,2019-12-26
56,Heilongjiang,0,12,2019-12-27
57,Heilongjiang,0,12,2019-12-28
58,Heilongjiang,0,12,2019-12-29
59,Heilongjiang,0,12,2019-12-30
60,Heilongjiang,0,12,2019-12-31
61,Heilongjiang,0,12,2020-01-01
62,Heilongjiang,0,12,2020-01-02
63,Heilongjiang,0,12,2020-01-03
64,Heilongjiang,0,12,2020-01-04
65,Heilongjiang,0,12,2020-01-05
66,Heilongjiang,0,12,2020-01-06
67,Heilongjiang,0,12,2020-01-07
68,Heilongjiang,0,12,2020-01-08
69,Heilongjiang,0,12,2020-01-09
70,Heilongjiang,0,12,2020-01-10
71,Heilongjiang,0,12,2020-01-11
72,Heilongjiang,0,12,2020-01-12
73,Heilongjiang,0,12,2020-01-13
74,Heilongjiang,0,12,2020-01-14
75,Heilongjiang,0,12,2020-01-15
76,Heilongjiang,0,12,2020-01-16
77,Heilongjiang,0,12,2020-01-17
78,Heilongjiang,0,12,2020-01-18
79,Heilongjiang,0,12,2020-01-19
80,Heilongjiang,0,12,2020-01-20
81,Heilongjiang,0,12,2020-01-21
82,Heilongjiang,1,12,2020-01-22
83,Heilongjiang,2,12,2020-01-23
84,Heilongjiang,6,12,2020-01-24
85,Heilongjiang,6,12,2020-01-25
86,Heilongjiang,6,12,2020-01-26
87,Heilongjiang,9,12,2020-01-27
88,Heilongjiang,7,12,2020-01-28
89,Heilongjiang,6,12,2020-01-29
90,Heilongjiang,16,12,2020-01-30
91,Heilongjiang,21,12,2020-01-31
92,Heilongjiang,15,12,2020-02-01
93,Heilongjiang,23,12,2020-02-02
94,Heilongjiang,39,12,2020-02-03
95,Heilongjiang,35,12,2020-02-04
96,Heilongjiang,37,12,2020-02-05
97,Heilongjiang,37,12,2020-02-06
98,Heilongjiang,19,12,2020-02-07
99,Heilongjiang,26,12,2020-02-08
100,Heilongjiang,24,12,2020-02-09
101,Heilongjiang,29,12,2020-02-10
102,Heilongjiang,18,12,2020-02-11
103,Heilongjiang,17,12,2020-02-12
104,Heilongjiang,23,12,2020-02-13
105,Heilongjiang,7,12,2020-02-14
106,Heilongjiang,20,12,2020-02-15
107,Heilongjiang,12,12,2020-02-16
108,Heilongjiang,7,12,2020-02-17
109,Heilongjiang,6,12,2020-02-18
110,Heilongjiang,6,12,2020-02-19
111,Heilongjiang,3,12,2020-02-20
112,Heilongjiang,0,12,2020-02-21
